	quote	quotee	quoteeAffiliation	quoteeType	articleTopic	articleSim	quoteTopic	quoteSim
9709	"Carla Berry, manager of Davis Custom Meat in Weber County, said her business processes and packages beef, pork, lamb and game such as elk, deer and moose.. ."	Carla Berry	Davis Custom Meat	PERSON	meat	0.865056818	meat	0.80625
9712	"In most cases the fish labeled tuna was escolar, which the Globe said was â€œnicknamed the Ex-Lax of fish by some in the industry for the digestion problems it can cause.â€ù."	Globe	Globe	ORG	fish	0.725215517	fish	0.7578125
9713	"An FDA news release says Kybella has been approved as a treatment for â€œadults with moderate-to-severe fat below the chin, known as submental fat.â€ù When injected below the chin, Kybella will destroy fat cells."	FDA	FDA	ORG	fat	0.730113636	fat	0.7578125
9714	"The State of Senior Hunger in America 2014, a report by the National Foundation to End Senior Hunger, states that a December 2014 population survey conducted by the U.S. Census Bureau found that 24.85 percent of Arkansans age 60 or older said they faced the threat of hunger."	the National Foundation	the National Foundation	ORG	hunger	0.814453125	hunger	0.7578125
9715	"The FDA said it approved AquaBounty Technologies' application for AquAdvantage Salmon, an Atlantic salmon that reaches market size more quickly than non-GE farm-raised Atlantic salmon.. ."	The Food and Drug Administration	The Food and Drug Administration	ORG	fish	0.861979167	fish	0.7578125
9716	"The Ghana Rice Inter-Professional Body (GRIB) says it has developed a certification logo, a mark of quality rice that will be on all Ghana Rice brands to promote locally produced rice.. ."	Ghana Rice	Ghana Rice Inter-Professional Body	PERSON	rice	0.932528409	rice	0.80625
9719	"However, this study showed a reduced risk of stroke with warfarin compared with no warfarin.4 Furthermore, a retrospective study of 1671 patients on dialysis in the United States and Canada reported an increased risk of stroke with warfarin versus no antithrombotic therapy.5 In this cohort, the risk of stroke was highest in patients who did not undergo routine monitoring of anticoagulation with the international normalized ratio."	authority	authority	authority	diabetes	0.845891364	diabetes	0.80625
9721	"In a statement, J. Leonard Lichtenfeld, deputy chief medical officer of the American Cancer Society, said he hoped that, at the very least, insurance companies would continue to pay for the drug for women â€œwith metastatic breast cancer who are currently on the drug and who are showing a benefit from its use.â€ù."	J. Leonard Lichtenfeld	the American Cancer Society	PERSON	cancer	0.917029618	cancer	0.7578125
9722	"Before the FDA announced initial plans to revoke Avastinâ€™s approval for breast cancer, the drug was being prescribed annually to about 60 percent of the 29,000 U.S. women with breast cancer who were eligible."	Food and Drug Administration	Food and Drug Administration	ORG	cancer	0.917029618	cancer	0.80625
9726	"Though itâ€™s possible to soak raw tobacco leaves or tobacco from cigarettes to extract nicotine, Kershaw says he doesnâ€™t believe many people will do that, as â€œit would be more expensive and it wouldnâ€™t be very nice.â€ù."	Oliver Kershaw	unknown	PERSON	cancer	0.87578125	cancer	0.7578125
9727	"Nguyen Van Bo, head of the iet Nam Academy of Agriculture Science and a member of the International Commission on Sustainable Agriculture and Climate Change, said Viet Nam has made efforts to make its agriculture more adaptable to climate change by improving crop varieties and efficiency of water use, changing cropping patterns and using adaptive technologies such as mulching and no-tillage farming.. ."	Nguyen Van Bo	Nam Academy of Agriculture Science	PERSON	water	0.859368607	water	0.7578125
9735	"Apples are just the beginning: Okanagan Specialty Fruits has also announced plans to introduce genetically engineered peaches, cherries and pears in the near future.. ."	Okanagan Specialty Fruits	Okanagan Specialty Fruits	ORG	fruit	0.814453125	fruit	0.80625
9736	"""The company has been evaluating its tobacco line for some time and will continue to evaluate the choice of products our customers want, while also helping to educate them and providing smoking-cessation products and alternatives that help reduce the demand for tobacco products,"" said Walgreens spokesman Michael Polzin.. ."	Michael Polzin	Walgreens	PERSON	cancer	0.745710784	cancer	0.7578125
9738	"Because of a packaging error, Kayâ€™s Classic Vanilla Bean Ice Cream contains an undeclared allergen, says Madison, WS-based Schoepâ€™s Ice Cream Company."	"Madison,"	"Madison,"	ORG	restaurants	0.796052806	restaurants	0.80625
9739	"â€œIce cream melts based on the ingredients, including cream,â€ù Walmart spokeswoman Danit Marquardt said in an email."	Danit Marquardt	Walmart	PERSON	restaurants	0.71957101	restaurants	0.7578125
9749	"Professor Madramootoo said interest in the health and nutrition benefits of high-value irrigated horticultural crops can open the door to new niche markets, particularly around nutraceuticals and functional foods.â€œValue-adding means looking at how we could extract beneficial health and nutrition derivatives of primary commodities, and how we can build a logistics chain to support their sale in a non-perishable state.â€ùProfessor Madramootoo said irrigators in south-east Queensland were in an exciting position given their proximity to the booming Asian market, and export channels being open through Wellcamp Airport and the Port of Brisbane.Professor Steven Raine is Director of USQâ€™s Institute for Agriculture and the Environment, and said Professor Madramootoo had come to USQ because it was Australiaâ€™s only university which offered degree programs in agricultural engineering, as well as his interest in research being conducted by USQâ€™s National Centre for Engineering in Agriculture, and the Universityâ€™s strategic focus in agriculture.â€œThereâ€™s a lot of scope for transfer of knowledge between USQ and Professor Madramootoo and his team, especially in areas like variable-rate irrigation and non-point source pollution, as well as value chains,â€ù Professor Raine said.Professor Madramootoo has worked on projects in many parts of the world including Ethiopia, Zimbabwe, Central Asia and China, but his research has centred on Canada, where rivers discharge about seven per cent of the worldâ€™s renewable water supply, and fresh water covers about nine per cent of its total area.Canadaâ€™s western Alberta and Saskatchewan provinces get a maximum 500mm of rain per year on average on the semi-arid prairies which grow the bulk of Canadaâ€™s irrigated broadacre crops, and Professor Madramootoo is involved in research into variable-rate irrigation in Southern Alberta to boost its crop water productivity.High spring and summer rainfall of close to 1000mm is often a problem for horticultural and cash-crop producers in Ontario and Quebec in central Canada, which Professor Madramootoo said necessitates around two million hectares of sub-surface pipe drainage systems.In these regions, non-point source pollution from organic and non-organic inputs is a threat to surface water and groundwater quality.â€œWe are also cautious of greenhouse gas emissions from irrigated and drained fields,â€ù he said.In Australia, irrigators also share concerns about non-point source pollution and emissions of nitrous oxide, a harmful greenhouse gas, from waterlogged and over-fertilised crops.Canadian research results have been similar to those found in Australiaâ€™s irrigated summer-crop areas, and encourage a drop in nitrogen fertiliser application rates.â€œIn Canada, we can cut back our applications to 180kg of nitrogen per hectare, depending on the crop and soil nitrogen status, and still attain high crop yields, and weâ€™re encouraging split applications.â€ù"	Chandra Madramootoo	unknown	PERSON	water	0.892361111	water	0.87890625
