Concept name,Concept categories,Concept literal,Language
"addition of substance","","growth of substance","en"
"addition of substance","","increase of substance","en"
"addition of substance","","increment of substance","en"
"addition of substance","","substance addition","en"
"addition of substance","","substance growth","en"
"addition of substance","","substance increase","en"
"addition of substance","","substance increment","en"
"baby milk marketing","","baby milk marketing","en"
"baby milk marketing","","baby milk merchandising","en"
"baby milk marketing","","baby milk selling","en"
"baby milk marketing","","infant milk marketing","en"
"crop insurer","","crop insurer","en"
"crop insurer","","harvest insurer","en"
"time of shortage","","time of deficit","en"
"time of shortage","","time of shortage","en"
"time of shortage","","time of shortfall","en"
"vitatree nutritionals","","vitatree nutritionals","en"
"vitatree nutritionals","","vitatree nutritionals limited","en"
"vitatree nutritionals","","vitatree nutritionals ltd","en"
"Canine Creations","Brand; Nestle brand","Canine Creations","en"
"Canine Creations","Brand; Nestle brand","Nestle Canine Creations","en"
"Canine Creations","Brand; Nestle brand","Nestlé Canine Creations","en"
"nutrition academy","","nutrition academy","en"
"oral cavity cancer","Disease / Condition; Cancer","oral cavity cancer","en"
"pretty patty","","pretty patties","en"
"pretty patty","","pretty patty","en"
"water campaign","","water campaign","en"
"GRAS ingredient","","GRAS ingredient","en"
"chemical removal","","chemical removal","en"
"doon valley","","doon valley","en"
"Bakers Complete","Brand; Nestle brand","Bakers Complete","en"
"Bakers Complete","Brand; Nestle brand","Nestle Bakers Complete","en"
"Bakers Complete","Brand; Nestle brand","Nestlé Bakers Complete","en"
"future of food retail","","future of food retail","en"
"generation rx","","generation rx","en"
"generation rx","","generationrx","en"
"growth of germ","","addition of germ","en"
"growth of germ","","growth of germ","en"
"growth of germ","","increase of germ","en"
"growth of germ","","increment of germ","en"
"non-thermal process","","non-thermal process","en"
"salmonella sprout","","salmonella sprout","en"
"rhabdomyosarcoma","Disease / Condition; Cancer","rhabdomyosarcoma","en"
"gop bill","","gop bill","en"
"herbicide sale","","herbicide sale","en"
"herbicide sale","","weedkiller sale","en"
"negative environmental effect","","negative environmental effect","en"
"imperial tobacco","Industry; Company; tobacco company","imperial tobacco","en"
"Dairy Crunch","Brand; Nestle brand","Dairy Crunch","en"
"Dairy Crunch","Brand; Nestle brand","Nestle Dairy Crunch","en"
"Dairy Crunch","Brand; Nestle brand","Nestlé Dairy Crunch","en"
"Omega Plus","Brand; Nestle brand","Nestle Omega Plus","en"
"Omega Plus","Brand; Nestle brand","Nestlé Omega Plus","en"
"Omega Plus","Brand; Nestle brand","Omega Plus","en"
"direct extension","","direct extension","en"
"food movt","","food movt","en"
"petroleum based dye","","petroleum based dye","en"
"petroleum based dye","","petroleum based dyestuff","en"
"trafficked children","","trafficked child","en"
"trafficked children","","trafficked children","en"
"trafficked children","","trafficked kid","en"
"trafficked children","","trafficked minor","en"
"trafficked children","","trafficked youngster","en"
"potassium bicarbonate","","potassium bicarbonate","en"
"connie weaver","","connie weaver","en"
"Redken","Brand; Nestle brand","Nestle Redken","en"
"Redken","Brand; Nestle brand","Nestlé Redken","en"
"Redken","Brand; Nestle brand","Redken","en"
"carcinoid tumor","Disease / Condition; Cancer","carcinoid tumor","en"
"La laitière","","La laitière","en"
"eat drink vote","","eat drink vote","en"
"pituitary tumor","Disease / Condition; Cancer","pituitary tumor","en"
"Animal Bar","Brand; Nestle brand","Animal Bar","en"
"Animal Bar","Brand; Nestle brand","Nestle Animal Bar","en"
"Animal Bar","Brand; Nestle brand","Nestlé Animal Bar","en"
"aero hot chocolate","","aero hot chocolate","en"
"cadbury easter egg","","cadbury easter egg","en"
"candy shape","","candy shape","en"
"food fraud offence","","food fraud crime","en"
"food fraud offence","","food fraud law-breaking","en"
"food fraud offence","","food fraud offence","en"
"food fraud offence","","food fraud offense","en"
"india food export","","india food export","en"
"Nestlé Black Magic","Brand; Nestle brand","Nestle Black Magic","en"
"Nestlé Black Magic","Brand; Nestle brand","Nestlé Black Magic","en"
"Vital Balance","Brand; Nestle brand","Nestle Vital Balance","en"
"Vital Balance","Brand; Nestle brand","Nestlé Vital Balance","en"
"Vital Balance","Brand; Nestle brand","Vital Balance","en"
"bad food tax","","bad food tax","en"
"bile duct cancer","Disease / Condition; Cancer","bile duct cancer","en"
"drug safety loophole","","drug safety loophole","en"
"selling grass","","selling grass","en"
"iys2015","","iys2015","en"
"native american tribe land","","native american tribe land","en"
"sugar toxicity","","sugar toxicity","en"
"food hunk","","food hunk","en"
"marketing strategy plan","","marketing strategy plan","en"
"marketing strategy plan","","merchandising strategy plan","en"
"marketing strategy plan","","selling strategy plan","en"
"plant intelligence","","plant intelligence","en"
"Unidine","","Unidine","en"
"big food executive","","big food administrator","en"
"big food executive","","big food executive","en"
"Fine Blend","Brand; Nestle brand","Fine Blend","en"
"Fine Blend","Brand; Nestle brand","Nestle Fine Blend","en"
"Fine Blend","Brand; Nestle brand","Nestlé Fine Blend","en"
"Haoji","Brand; Nestle brand","Haoji","en"
"Haoji","Brand; Nestle brand","Nestle Haoji","en"
"Haoji","Brand; Nestle brand","Nestlé Haoji","en"
"sharma obesity","Disease / Condition; Obesity","sharma obesity","en"
"Big Turk","Brand; Nestle brand","Big Turk","en"
"Big Turk","Brand; Nestle brand","Nestle Big Turk","en"
"Big Turk","Brand; Nestle brand","Nestlé Big Turk","en"
"David Hafler","","David Hafler","en"
"beneflex","","beneflex","en"
"Biotherm","Brand; Nestle brand","Biotherm","en"
"Biotherm","Brand; Nestle brand","Nestle Biotherm","en"
"Biotherm","Brand; Nestle brand","Nestlé Biotherm","en"
"Negrita","Brand; Nestle brand","Negrita","en"
"Negrita","Brand; Nestle brand","Nestle Negrita","en"
"Negrita","Brand; Nestle brand","Nestlé Negrita","en"
"bjp leader","","bjp leader","en"
"box of wheat","","box of wheat","en"
"cdc report","","cdc report","en"
"cdc report","","cdc study","en"
"cdc report","","cdc survey","en"
"cdc report","","cdc work","en"
"coli story","","coli account","en"
"coli story","","coli chronicle","en"
"coli story","","coli narration","en"
"coli story","","coli storey","en"
"coli story","","coli story","en"
"coli story","","coli tale","en"
"dietary tribalism","","dietary tribalism","en"
"Loretta Sanchez","","Loretta Sanchez","en"
"Loretta Sanchez","","LorettaSanchez","en"
"nasopharyngeal cancer","Disease / Condition; Cancer","nasopharyngeal cancer","en"
"soda volume","","soda volume","en"
"esophagus cancer","Disease / Condition; Cancer","esophagus cancer","en"
"Fibre 1","Brand; Nestle brand","Fibre 1","en"
"Fibre 1","Brand; Nestle brand","Nestle Fibre 1","en"
"Fibre 1","Brand; Nestle brand","Nestlé Fibre 1","en"
"Hjem-IS","Brand; Nestle brand","Hjem","en"
"Hjem-IS","Brand; Nestle brand","Hjem IS","en"
"Hjem-IS","Brand; Nestle brand","Hjem-IS","en"
"Hjem-IS","Brand; Nestle brand","Nestle Hjem-IS","en"
"Hjem-IS","Brand; Nestle brand","Nestlé Hjem-IS","en"
"calm mood","","calm mood","en"
"calm mood","","calm temper","en"
"foodsolutions","","foodsolutions","en"
"formula whistleblower","","formula whistleblower","en"
"formula whistleblower","","recipe whistleblower","en"
"kyf2","","kyf2","en"
"pressure on nestlé","","imperativeness on nestlé","en"
"pressure on nestlé","","insistence on nestlé","en"
"pressure on nestlé","","insistency on nestlé","en"
"pressure on nestlé","","pressing on nestlé","en"
"pressure on nestlé","","pressure on nestlé","en"
"recipient organism","","recipient organism","en"
"GM soy-fed hamster","","GM soy-fed hamster","en"
"Maggi safety","","Maggi safety","en"
"powder coupon","","powder coupon","en"
"Chandelle","Brand; Nestle brand","Chandelle","en"
"Chandelle","Brand; Nestle brand","Nestle Chandelle","en"
"Chandelle","Brand; Nestle brand","Nestlé Chandelle","en"
"largest food product manufacturer","","largest food product manufacturer","en"
"largest food product manufacturer","","largest food product producer","en"
"lower nutritional quality","","lower nutritional quality","en"
"nestle frosted","","nestle frosted","en"
"allergy preference","","allergy preference","en"
"orphaned food","","orphaned food","en"
"shop-bought food","","shop-bought food","en"
"AAP Conference","","AAP Conference","en"
"AAP Conference","","AAP National Conference","en"
"AAP Conference","","American Academy of Pediatrics Conference","en"
"AAP Conference","","American Academy of Pediatrics National Conference","en"
"AAP Conference","","aap12","en"
"AAP Conference","","aap13","en"
"AAP Conference","","aap14","en"
"AAP Conference","","aap15","en"
"AAP Conference","","aap2012","en"
"AAP Conference","","aap2013","en"
"AAP Conference","","aap2014","en"
"AAP Conference","","aap2015","en"
"Moderately processed food","","Moderately processed food","en"
"Molico","Brand; Nestle brand","Molico","en"
"Molico","Brand; Nestle brand","Nestle Molico","en"
"Molico","Brand; Nestle brand","Nestlé Molico","en"
"insect adaptation","","insect adaptation","en"
"insect adaptation","","insect adaption","en"
"insect adaptation","","insect adjustment","en"
"raw counterpart","","raw counterpart","en"
"world obesity epidemic","","globe obesity epidemic","en"
"world obesity epidemic","","world obesity epidemic","en"
"DNA microarray","","DNA microarray","en"
"americans against food taxes","","americans against food taxes","en"
"embargo on food","","embargo on food","en"
"ingredient order","","ingredient order","en"
"nasa scientist","Science","nasa scientist","en"
"nestle baby prgram","","nestle baby prgram","en"
"nestle baby prgram","","nestle baby program","en"
"phase II enzyme","","phase II enzyme","en"
"phase II enzyme","","phase II liver detoxification enzyme","en"
"world health assembly resolution","","world health assembly resolution","en"
"Dolca","Brand; Nestle brand","Dolca","en"
"Dolca","Brand; Nestle brand","Nestle Dolca","en"
"Dolca","Brand; Nestle brand","Nestlé Dolca","en"
"Nestlé Nerds","Brand; Nestle brand","Nestle Nerds","en"
"Nestlé Nerds","Brand; Nestle brand","Nestlé Nerds","en"
"limited nutrition","","limited aliment","en"
"limited nutrition","","limited alimentation","en"
"limited nutrition","","limited nourishment","en"
"limited nutrition","","limited nutriment","en"
"limited nutrition","","limited nutrition","en"
"limited nutrition","","limited sustenance","en"
"limited nutrition","","limited victuals","en"
"potentially harmful micro-organism","","potentially harmful micro-organism","en"
"potentially harmful micro-organism","","potentially harmful microorganism","en"
"vet drug","","vet drug","en"
"young butcher","","young butcher","en"
"uk govt","","uk govt","en"
"uk govt","","ukgovt","en"
"Growers Direct","Brand; Nestle brand","Growers Direct","en"
"Growers Direct","Brand; Nestle brand","Nestle Growers Direct","en"
"Growers Direct","Brand; Nestle brand","Nestlé Growers Direct","en"
"fresh equivalent","","fresh equivalent","en"
"golden wheat","","golden wheat","en"
"reductionist science","Science","reductionist science","en"
"Bonka","Brand; Nestle brand","Bonka","en"
"Bonka","Brand; Nestle brand","Nestle Bonka","en"
"Bonka","Brand; Nestle brand","Nestlé Bonka","en"
"Yelly","Brand; Nestle brand","Nestle Yelly","en"
"Yelly","Brand; Nestle brand","Nestlé Yelly","en"
"Yelly","Brand; Nestle brand","Yelly","en"
"blood sugar stabilizer","","blood sugar stabilizer","en"
"fsma rule","","fsma rule","en"
"jessica porter","","healthy hip chick","en"
"jessica porter","","hip chick","en"
"jessica porter","","jessica porter","en"
"metabolic obesity","Disease / Condition; Obesity","metabolic corpulency","en"
"metabolic obesity","Disease / Condition; Obesity","metabolic fleshiness","en"
"metabolic obesity","Disease / Condition; Obesity","metabolic obesity","en"
"metabolic obesity","Disease / Condition; Obesity","metabolically obese","en"
"weight loss motivation bible","","weight loss motivation bible","en"
"Tivall","Brand; Nestle brand","Nestle Tivall","en"
"Tivall","Brand; Nestle brand","Nestlé Tivall","en"
"Tivall","Brand; Nestle brand","Tivall","en"
"nigella sativa extract","","nigella sativa extract","en"
"imbalanced inner ecosystem","","imbalanced inner ecosystem","en"
"Tofa","Brand; Nestle brand","Nestle Tofa","en"
"Tofa","Brand; Nestle brand","Nestlé Tofa","en"
"Tofa","Brand; Nestle brand","Tofa","en"
"Wilms tumor","Disease / Condition; Cancer","Wilms tumor","en"
"long human life","","long human life","en"
"oil palm farmer","","oil palm farmer","en"
"reforming farming","","reforming farming","en"
"Aino","Brand; Nestle brand","Aino","en"
"Aino","Brand; Nestle brand","Nestle Aino","en"
"Aino","Brand; Nestle brand","Nestlé Aino","en"
"factory in israel","","factory in israel","en"
"impoverished community","","impoverished community","en"
"independent government agency","","independent government agency","en"
"independent government agency","","independent government authorisation","en"
"independent government agency","","independent government authority","en"
"independent government agency","","independent government authorization","en"
"independent government agency","","independent government bureau","en"
"independent government agency","","independent government office","en"
"speed of consumption","","fastness of consumption","en"
"speed of consumption","","fastness of digestion","en"
"speed of consumption","","speed of consumption","en"
"speed of consumption","","speed of digestion","en"
"speed of consumption","","speed of ingestion","en"
"speed of consumption","","speed of intake","en"
"speed of consumption","","speed of usance","en"
"speed of consumption","","speed of use","en"
"speed of consumption","","swiftness of consumption","en"
